ROW,X,Y,HAZARD 1 IN 30,HAZARD 1 IN 100,HAZARD 1 IN 1000,ELEVATION,SLOPE,LANDUSE,IMPERVIOUSNESS,SOIL TYPE,SUBSTRATE,NDVI,DISTANCE TO RIVER,BUILDING TYPE,DISTANCE TO ROAD
295,296393,78517,3,3,3,3.806,25.8282,19,0,3,2,0.656904,3.75179,2,1.0299
296,296393,78507,2,3,3,2.889,2.04519,19,0,3,2,0.575109,13.3624,2,8.61421
297,296393,78497,1,2,3,2.885,1.11428,19,0,3,2,0.557047,22.973,2,18.6124
298,296393,76717,2,2,3,16.748,40.1466,21,22,14,2,0.635904,94.1985,2,16.6569
299,296403,78547,2,2,3,2.97,1.26396,3,0,3,2,0.701149,21.5234,2,0.391222
300,296403,78537,2,3,3,2.785,0.945783,3,0,3,2,0.708993,13.7487,2,8.57642
301,296403,78527,1,2,3,11.294,51.5169,19,0,3,2,0.725854,5.97398,2,7.93134
302,296403,78517,1,2,3,2.824,13.5522,19,0,3,2,0.697277,1.80071,2,1.60656
303,296403,78507,2,3,3,2.807,0.938474,19,0,3,2,0.628836,11.4266,2,11.1445
304,296403,78497,2,3,3,2.853,2.47321,19,0,3,2,0.602434,21.3984,2,20.6823
305,296413,78537,2,3,3,3.071,24.1593,3,0,3,2,0.6617,7.45946,2,13.0015
306,296413,78527,2,2,3,3.054,6.68238,1,0,3,2,0.696086,0.315229,2,4.92659
307,296413,78517,3,3,3,2.726,0.727907,1,0,3,2,0.700326,8.08992,2,4.61131
308,296413,78507,3,3,3,2.745,1.58988,1,0,3,2,0.675456,15.8646,2,14.1492
309,296413,78497,3,3,3,2.77,21.1307,1,0,3,2,0.64389,24.1118,2,23.6871
310,296423,78537,2,3,3,2.273,74.6482,3,0,3,2,0.689671,1.17025,2,8.71001
311,296423,78527,2,3,3,2.831,60.3456,1,0,3,2,0.695391,6.60444,2,0.817751
312,296423,78517,3,3,3,2.749,9.30548,1,0,3,2,0.663319,14.3791,2,7.61606
313,296423,78507,3,3,3,2.83,29.3056,1,0,3,2,0.681424,22.1538,2,17.154
314,296423,78497,3,3,3,2.942,0.352325,1,0,3,2,0.611091,29.9285,2,20.2972
315,296423,77237,1,1,2,27.413,0.798285,21,46,12,1,0.609567,591.019,4,8.66699
316,296433,78547,2,3,3,11.276,58.1856,1,0,3,2,0.72182,2.65572,2,10.4612
317,296433,77247,1,1,2,27.427,1.18109,21,41,12,1,0.762406,602.894,4,8.49414
318,296433,76807,1,2,3,13.196,20.3405,20,91,14,2,0.51462,192.436,4,10.2469
319,296443,78547,1,3,3,2.713,11.5072,1,0,3,2,0.728975,2.03009,2,4.3202
320,296443,76957,2,2,2,36.468,74.3182,21,66,2,1,0.34139,329.94,2,22.354
321,296453,78547,2,3,3,4.952,67.7494,19,0,3,2,0.766667,3.57745,2,1.82084
322,296463,78547,3,3,4,2.385,52.6326,19,0,3,2,0.733396,5.1248,2,2.97252
323,296483,77177,1,1,3,25.55,0.312018,21,65,12,1,0.475546,549.081,2,25.0812
324,296493,77167,1,1,3,28.163,60.6154,21,46,12,1,0.531993,543.066,2,26.6357
325,296503,78547,2,3,4,2.32,11.3641,19,0,3,2,0.827171,4.81723,2,1.69949
326,296513,78637,1,1,2,4.532,1.98335,1,0,3,2,0.550742,85.3492,2,29.4517
327,296513,78547,3,3,4,1.82,44.5278,19,0,3,2,0.75485,4.63602,2,1.86705
328,296513,77167,2,2,3,24.614,18.5766,21,26,12,1,0.689784,550.39,2,42.267
329,296523,78547,1,3,3,2.073,3.83846,19,0,3,2,0.735309,4.45481,2,2.0346
330,296523,77187,1,2,3,23.851,45.8152,21,16,12,1,0.672791,572.695,2,60.4413
331,296533,78567,2,3,3,2.424,12.925,1,0,3,2,0.653049,15.7231,2,2.35224
332,296533,78547,3,3,4,6.622,66.573,1,0,3,2,0.664914,4.27359,6,2.20216
333,296533,77187,1,1,3,27.8,51.0442,21,25,12,1,0.632446,576.614,1,67.461
334,296543,78547,2,3,3,2.42,13.7255,1,0,3,2,0.673033,4.09238,2,2.36971
335,296543,77197,1,2,3,23.269,0.623775,21,37,12,1,0.723865,589.798,2,67.3587
336,296543,77187,1,2,3,23.281,0.0648824,21,37,12,1,0.53109,580.679,2,74.4807
337,296553,78557,2,3,3,2.129,2.04309,1,0,3,2,0.646431,6.08719,2,7.46133
338,296553,78547,3,3,4,9.407,75.4071,1,0,3,2,0.661029,3.91117,6,2.53727
339,296553,78527,2,3,3,2.368,16.9764,1,0,3,2,0.807602,23.9079,2,19.6717
340,296553,78517,1,3,3,2.28,6.82787,1,0,3,2,0.785985,33.729,2,18.9826
341,296553,77197,1,2,3,23.226,0.179436,21,65,12,1,0.609,593.941,2,74.3784
342,296553,77187,1,2,3,23.213,1.43704,21,65,12,1,0.423472,584.887,2,81.5005
343,296553,77177,1,2,3,23.249,2.17671,21,63,12,1,0.475177,575.864,2,79.7679
344,296563,78557,2,3,3,2.421,1.91186,1,0,12,1,0.5386,7.5019,2,11.1872
345,296563,78547,3,3,4,2.173,5.74566,1,0,12,1,0.658537,2.20684,2,2.62683
346,296563,78537,3,3,4,2.245,0.526393,1,0,12,1,0.718145,11.9156,2,6.64645
347,296563,78527,3,3,3,11.401,53.64,1,0,12,1,0.744995,21.6243,2,16.1149
348,296563,78517,2,3,3,5.341,69.2713,1,0,12,1,0.714891,31.3331,2,14.9123
349,296563,78507,2,3,3,2.347,27.696,21,0,12,1,0.787444,41.0418,4,8.70542
350,296563,77207,1,2,3,23.271,0.522815,21,44,12,1,0.67104,607.243,2,74.4234
351,296563,77197,2,2,3,23.179,0.881658,21,56,12,1,0.44668,598.223,2,81.3981
352,296563,77167,2,2,3,23.193,19.8929,21,64,12,1,0.541785,571.358,2,81.3454
353,296563,77157,2,2,3,23.059,1.69212,21,66,12,1,0.415789,562.474,2,74.2088
354,296563,77147,2,2,3,24.032,52.3391,21,55,12,1,0.391604,553.628,2,64.5134
355,296573,78557,2,3,3,3.138,69.5129,21,0,12,1,0.430602,9.8978,2,15.5027
356,296573,78547,1,3,3,2.784,18.5529,21,0,12,1,0.565836,0.18906,4,6.03896
357,296573,78537,2,3,3,2.491,2.29778,21,0,12,1,0.647368,9.51968,4,3.45921
358,296573,78527,3,3,4,2.234,4.22792,21,13,12,1,0.693678,19.2284,4,6.81733
359,296573,77197,2,2,3,23.665,59.7285,21,40,12,1,0.636546,602.64,2,88.5471
360,296573,77167,2,3,3,23.098,0.931157,21,63,12,1,0.411929,575.982,2,86.4997
361,296583,78537,3,3,4,3.019,8.49194,21,0,12,1,0.536852,7.12378,4,0.222404
362,296583,77177,1,2,3,23.113,1.76653,21,60,12,1,0.366167,589.509,2,99.2605
363,296583,77167,2,3,3,23.104,75.1142,21,66,12,1,0.38587,580.684,2,90.0158
364,296583,77157,2,3,3,22.982,23.5018,21,69,12,1,0.42156,571.859,1,80.9509
365,296583,77137,2,2,3,23.983,66.3103,21,80,12,1,0.482759,554.209,2,63.6669
366,296593,78537,3,3,4,3.946,5.09505,20,59,12,1,0.479503,4.72789,4,1.578
367,296593,78527,1,3,3,2.419,0.262967,21,49,12,1,0.259211,14.4366,2,8.41422
368,296593,78517,2,3,3,2.481,20.3198,21,75,12,1,0.309973,24.1454,2,14.6263
369,296593,77177,1,3,3,23.068,0.111929,21,26,12,1,0.370048,594.212,2,103.312
370,296603,78537,3,3,4,3.017,9.36235,20,83,12,1,0.276265,2.33199,4,1.81479
371,296603,77167,1,3,3,22.952,69.4415,21,45,12,1,0.506173,590.09,2,99.7203
372,296613,78537,2,3,3,1.583,25.641,20,83,12,1,0.130994,0.0639101,6,2.78579
373,296613,78517,1,3,3,2.763,1.87517,20,60,12,1,0.421053,19.3536,4,4.68927
374,296613,78507,1,3,3,2.895,24.4585,20,58,12,1,0.642901,29.0623,4,10.1734
375,296623,78497,1,3,3,2.852,1.18695,20,67,12,1,0.545237,36.3752,4,7.29544
376,296633,78487,1,3,3,2.965,1.33226,20,63,12,1,0.403585,44.1466,4,4.41749
377,296673,78337,1,1,2,8.395,5.92913,21,52,12,1,0.502801,196.956,4,2.16458
378,296683,78407,1,1,1,6.095,2.09363,20,71,3,2,0.275779,130.226,4,3.86537
379,296693,78387,1,1,1,6.66,4.94355,20,52,3,2,0.315997,151.375,4,2.81107
380,296693,77137,1,2,3,19.507,2.04593,21,0,12,1,0.712787,611.24,2,41.7384
381,296703,78367,1,1,1,6.911,2.43623,21,57,12,1,0.105263,172.525,4,1.75677
382,296703,77147,1,2,3,19.467,0.951177,21,0,12,1,0.751538,624.947,2,40.3219
383,296703,77137,2,2,3,19.439,4.50821,21,0,12,1,0.69516,616.388,2,33.9882
384,296713,77147,2,2,3,19.974,22.5642,21,33,12,1,0.721448,630.142,2,32.5835
385,296733,78357,2,2,3,6.233,2.79106,20,100,3,2,0.16442,187.558,4,0.487381
386,296743,78357,1,2,3,6.351,0.776393,20,100,3,2,0.256198,190.216,4,0.722797
387,296743,77097,1,1,2,11.64,12.7234,21,29,12,1,0.705689,604.921,4,1.80233
388,296753,77117,3,3,3,12.903,9.84599,21,47,12,1,0.748796,627.002,4,1.59122
389,296763,77127,3,3,4,13.885,15.5854,21,59,12,1,0.527489,640.953,4,0.48177
390,296763,77107,2,2,3,15.571,67.571,21,53,12,1,0.466667,624.819,2,12.4851
391,296773,77167,1,1,3,17.589,1.37082,21,64,12,1,0.354797,679.444,4,0.573986
392,296773,77137,3,3,4,14.899,4.07604,21,66,12,1,0.365652,654.913,4,0.616622
393,296773,77117,1,1,3,16.605,60.4412,21,68,12,1,0.114178,638.819,2,13.6168
394,296783,79437,2,2,2,16.37,3.89501,4,0,12,1,0.808853,701.195,2,67.2504
395,296783,77177,1,1,2,17.611,10.0902,21,83,12,1,0.227053,693.351,4,1.51317
396,296783,77157,1,2,3,17.054,11.3497,21,99,12,1,0.28578,676.988,4,5.63157
397,296783,77147,1,2,3,16.222,10.9143,21,89,12,1,0.383445,668.881,4,3.45417
398,296783,77127,2,3,3,16.259,71.7895,21,76,12,1,0.381818,652.824,2,14.7207
399,296793,79437,2,2,2,16.395,53.9983,4,0,12,1,0.766983,697.241,2,57.2507
400,296793,79017,1,1,2,3.912,2.25689,19,0,3,2,0.771131,349.774,2,7.31306
401,296793,77197,1,1,2,17.478,1.50205,21,77,12,1,0.442379,715.497,4,4.60911
402,296793,77187,1,1,2,17.594,9.14869,20,77,12,1,0.254967,707.266,4,2.45235
403,296803,78947,1,2,3,5.082,24.7797,20,0,12,1,0.633689,288.708,2,10.1135
404,296803,78357,2,2,3,6.036,3.21842,20,100,12,1,0.181749,215.425,4,5.45428
405,296803,77197,1,1,3,17.619,1.64167,21,93,12,1,0.278899,721.19,4,2.42718
406,296813,78357,3,3,3,5.67,26.0992,20,100,12,1,0.0705455,220.826,4,5.12308
407,296813,77237,1,1,3,18.272,2.39259,21,50,12,1,0.41566,759.828,4,5.19772
408,296813,77217,1,1,2,17.633,0.897788,21,94,12,1,0.456332,743.315,4,4.74787
409,296813,77207,1,1,3,17.718,2.48956,20,99,12,1,0.368889,735.123,4,2.3578
410,296823,78927,1,1,2,2.647,17.2197,19,0,3,2,0.648069,260.874,6,26.0954
411,296823,78917,1,1,1,2.634,0.173382,19,0,3,2,0.612536,252.658,6,29.9977
412,296823,78907,2,2,3,2.633,,19,0,3,2,0.668831,244.443,6,35.6632
413,296823,78357,3,3,3,5.547,11.6107,20,100,12,1,0.0303738,226.232,4,4.79188
414,296823,77227,1,1,2,17.952,1.2435,21,70,12,1,0.201299,757.236,4,3.47469
415,296823,77217,1,1,3,17.79,2.44971,21,85,12,1,0.181195,749.063,4,2.28842
416,296833,78907,1,2,2,3.146,57.881,19,0,3,2,0.732724,238.742,6,28.2214
417,296833,78357,3,3,3,5.479,6.00722,20,100,12,1,0.0623256,231.639,4,4.46069
418,296843,78357,3,3,3,5.82,26.3608,20,100,12,1,0.110448,237.045,4,4.12949
419,296853,78907,1,2,2,2.488,4.808,19,0,3,2,0.707364,227.34,2,17.2133
420,296853,78897,3,3,3,2.504,48.0255,19,0,3,2,0.662624,219.124,2,22.1933
421,296853,78887,1,2,2,2.545,25.2167,19,0,3,2,0.59171,210.908,2,26.3874
422,296853,78357,1,2,3,6.011,2.50036,20,100,12,1,0.175385,242.451,2,5.07693
423,296863,78897,3,3,3,4.125,67.8395,19,0,3,2,0.747126,213.423,2,13.1154
424,296863,78887,3,3,3,2.787,1.54257,19,0,3,2,0.675316,205.207,2,17.3095
425,296863,78347,3,3,3,16.166,47.6347,20,88,12,1,0.788085,256.27,2,2.33415
426,296863,78337,2,2,3,6.034,6.21916,20,88,12,1,0.538462,264.683,2,7.64674
427,296873,78347,3,3,3,18.468,46.1618,20,88,12,1,0.798035,261.676,4,2.52038
428,296873,78337,2,3,3,7.431,69.6677,20,88,12,1,0.649436,270.089,2,7.02887
429,296873,78327,1,2,3,6.162,42.318,20,97,12,1,0.336332,278.501,2,17.0098
430,296883,78347,2,3,3,17.144,44.7174,20,52,12,1,0.772652,267.082,4,1.3645
431,296883,78337,1,2,3,6.113,20.6298,20,52,12,1,0.7144,275.495,2,6.41101
432,296883,78327,1,2,3,8.274,27.7964,20,59,12,1,0.381983,283.908,2,16.3919
433,296893,78347,1,2,3,14.862,31.3613,21,38,12,1,0.743661,272.489,4,0.883572
434,296953,78107,1,1,2,10.17,2.05083,21,53,12,1,0.428051,506.937,2,11.4285
435,296953,78087,1,1,2,11.08,20.4649,21,20,12,1,0.395316,524.086,2,6.00263
436,296963,78047,1,1,2,14.52,47.5663,21,34,12,1,0.403529,563.766,2,4.36521
437,296963,78037,1,3,3,14.625,33.745,21,33,12,1,0.365145,572.515,2,5.70543
438,297093,78807,1,2,3,1.368,14.589,19,0,3,2,0.68752,5.05353,2,1.2794
439,297103,78807,3,3,3,5.939,71.1886,19,0,3,2,0.719444,2.66467,6,1.03336
440,297123,78807,2,2,3,6.835,47.5525,19,0,3,2,0.733701,2.11304,2,2.981
441,297133,78807,1,2,3,1.405,10.0849,19,0,3,2,0.731102,4.5019,4,0.526319
442,297313,78817,1,2,3,1.171,58.652,1,0,3,2,0.735971,2.14645,2,1.45452
443,297323,78817,2,2,3,8.81,66.2252,1,0,3,2,0.688683,1.01778,2,0.356055
444,297323,78087,1,2,2,30.759,2.22331,21,0,14,2,0.573481,714.299,4,4.49596
445,297333,78117,1,2,2,30.792,6.48732,21,0,14,2,0.563135,695.353,4,1.45529
446,297333,78107,2,3,3,30.544,18.3282,21,0,14,2,0.568801,703.569,4,0.522918
447,297333,78097,1,2,2,30.703,3.15572,21,19,14,2,0.598234,711.784,4,1.16737
448,297343,78817,1,1,3,1.4,27.2497,19,0,3,2,0.706237,1.23955,6,1.84086
449,297353,78817,2,2,3,7.455,65.2016,19,0,3,2,0.616162,2.36822,2,2.93933
450,297373,78827,2,2,3,0.99,63.9313,19,0,3,2,0.670626,3.39995,2,2.41819
451,297403,78837,2,3,3,0.458,30.3796,19,0,3,2,0.679961,3.95164,6,0.581047
452,297433,78847,2,2,3,0.571,44.4357,19,0,3,2,0.720987,4.50333,6,1.19526
453,297473,78597,1,1,2,,,21,15,3,2,0.654772,245.996,6,35.0693
454,297473,77737,1,1,2,25.859,58.3013,3,0,14,2,0.709724,1089.01,2,1.90528
455,297483,78597,1,1,1,,,21,19,3,2,0.616242,248.992,6,32.7336
456,297483,78587,2,2,2,,,21,0,3,2,0.730796,258.533,6,32.536
457,297483,77737,2,2,3,25.285,18.8667,3,0,14,2,0.686079,1090.14,4,0.563579
458,297493,78607,1,1,2,2.593,,21,35,3,2,0.697218,242.448,2,22.9331
459,297493,78597,2,2,2,,,21,27,3,2,0.666406,251.988,6,22.7355
460,297493,78587,2,2,2,1.963,2.72834,21,0,3,2,0.625369,261.529,6,22.5379
461,297493,77747,2,2,2,25.437,17.3862,3,0,14,2,0.655417,1081.35,4,2.15462
462,297503,78867,3,3,3,1.737,41.4855,19,0,3,2,0.778641,2.83271,6,3.97952
463,297513,78797,1,2,3,0.951,24.299,20,65,3,2,0.264993,67.2024,2,12.0186
464,297523,78807,1,2,3,0.983,0.136273,20,59,3,2,0.362248,62.3661,2,3.29548
465,297523,78797,1,2,3,0.952,0.689412,20,86,3,2,0.231441,71.1242,2,13.2227
466,297523,78727,3,3,3,2.305,48.1081,20,54,3,2,0.689912,136.95,6,19.6276
467,297523,77727,2,2,3,5.323,14.0766,3,0,2,1,0.726988,1105.13,3,2.22312
468,297533,78897,1,1,3,0.863,8.88692,21,0,3,2,0.664484,0.701361,2,2.35333
469,297533,78807,1,2,3,0.947,0.188413,20,56,3,2,0.417906,68.0589,2,4.49956
470,297533,77737,1,2,3,5.032,4.52605,6,0,2,1,0.798271,1096.73,3,0.0346545
471,297543,77747,1,2,3,6.286,27.2238,6,0,2,1,0.794622,1088.45,3,2.79547
472,297553,77747,1,2,3,5.343,14.4348,3,0,2,1,0.749066,1090.13,3,2.57068
473,297603,78087,2,2,2,19.861,0.520616,4,0,14,2,0.820549,771.516,2,19.4457
474,297603,78077,1,2,2,21.256,15.7505,4,0,14,2,0.79137,781.057,2,10.4816
475,297613,78967,2,3,3,1.463,11.6887,21,43,3,2,0.545946,33.6625,2,15.3874
476,297613,78957,2,3,3,1.242,15.5061,21,50,3,2,0.472308,26.0013,2,17.6579
477,297613,78097,2,2,3,21.636,29.333,3,0,14,2,0.787258,764.972,2,24.1036
478,297613,78087,3,3,3,19.588,7.87905,3,0,14,2,0.798409,774.512,2,15.0133
479,297613,78077,2,2,3,21.232,53.8479,3,0,14,2,0.790448,784.053,2,6.04927
480,297703,78817,1,2,2,1.192,50.5756,20,54,3,2,0.504641,139.099,2,16.1188
481,297713,78837,1,2,2,1.251,2.18691,20,59,3,2,0.586273,130.203,2,26.0156
482,297713,78827,1,2,3,1.178,0.186771,20,59,3,2,0.537872,137.864,2,18.0466
483,297723,78847,1,2,3,4.211,52.3564,20,58,3,2,0.58388,128.969,2,27.9433
484,297723,78837,1,2,2,1.206,1.53937,20,50,3,2,0.559006,136.63,2,19.9744
485,297733,78847,1,2,2,2.321,53.697,21,51,3,2,0.546506,135.395,2,21.9022
486,297743,78857,1,1,2,1.171,20.7367,20,48,3,2,0.59015,134.161,2,13.2546
487,297743,78767,1,2,2,2.273,1.30391,21,45,3,2,0.436726,203.112,4,1.90871
488,297743,78757,1,2,2,2.288,22.7558,21,35,3,2,0.412708,210.774,4,3.8908
489,297763,79937,1,2,3,1.92,5.52281,19,0,3,2,0.654347,520.573,4,131.617
490,297763,79927,2,3,3,1.751,4.35409,19,29,3,2,0.519097,510.676,4,121.732
491,297773,79947,2,3,3,1.782,0.945773,19,0,3,2,0.570139,529.169,4,140.513
492,297773,79937,3,3,3,1.757,2.68412,21,0,3,2,0.587949,519.244,4,130.536
493,297773,79877,2,3,3,2.432,37.1291,21,0,3,2,0.648567,459.762,4,70.8096
494,297783,79957,2,3,3,1.84,2.72528,19,0,3,2,0.59457,537.999,4,150.216
495,297783,79947,1,2,3,1.905,1.42679,19,0,3,2,0.699592,528.051,4,140.217
496,297793,79967,3,3,3,1.851,5.46472,19,0,3,2,0.637631,547.053,4,160.58
497,295003,78677,0,1,0,,,,,,,,,,
501,295053,76757,0,2,3,19.28,73.9184,21,0,3,2,0.685415,5.97973,2,8.9509
505,295093,76737,0,2,3,19.568,38.1086,21,31,3,2,0.746289,2.77419,2,1.08965
506,295093,76727,0,1,3,34.28,26.6113,21,0,3,2,0.726172,10.2656,2,8.73537
511,295133,76707,0,2,3,21.407,43.3607,21,0,3,2,0.685739,0.881139,2,1.04139
512,295143,76697,0,1,3,23.598,68.0673,21,13,3,2,0.656292,6.77776,2,6.99212
516,295173,76697,0,1,3,19.786,66.6536,21,0,3,2,0.690377,1.96252,6,2.75847
518,295193,76707,0,2,2,19.917,68.3745,21,0,3,2,0.64881,9.02987,2,14.397
524,295213,76757,0,2,2,18.106,5.75963,21,44,14,2,0.41238,15.2592,2,14.8334
527,295213,76727,0,2,2,17.998,61.3979,21,0,3,2,0.726027,0.241555,2,1.90906
534,295243,76777,0,2,2,18.97,28.6375,21,15,3,2,0.737226,6.04863,2,4.23491
538,295263,76797,0,1,2,17.874,41.2288,21,20,14,2,0.786826,6.81398,2,8.87736
539,295263,76657,0,1,2,24.733,63.3899,21,0,3,2,0.820418,69.1641,6,7.95444
549,295283,76567,0,1,1,36.013,71.1093,1,0,14,2,0.644279,150.934,2,42.116
550,295293,76997,0,1,1,47.516,11.0525,21,38,2,1,0.670588,202.67,4,2.99297
551,295293,76797,0,1,2,17.836,58.0781,21,0,3,2,0.747403,3.74388,2,5.8402
552,295293,76787,0,1,2,17.367,73.6373,21,0,3,2,0.762546,5.84208,2,4.15798
553,295293,76237,0,1,1,52.576,5.56193,1,0,2,1,0.775148,459.384,4,2.65359
555,295303,76277,0,1,1,48.533,52.4532,21,0,2,1,0.811437,425.29,4,2.71166
556,295313,76977,0,1,1,42.326,13.5484,21,42,2,1,0.533207,184.235,4,6.98582
558,295323,76967,0,1,2,39.809,9.7943,21,52,2,1,0.57224,176.001,4,6.80456
560,295323,76577,0,1,1,25.219,2.03527,21,0,14,2,0.672148,167.255,2,2.41611
561,295323,76547,0,1,2,26.186,2.66663,21,33,14,2,0.607805,189.975,4,7.5624
562,295323,76537,0,1,2,26.744,3.99103,21,37,14,2,0.615686,197.979,4,10.8223
566,295333,76957,0,1,2,37.297,9.82024,21,59,2,1,0.280326,168.554,4,6.6233
568,295333,76617,0,1,1,24.758,0.996154,21,0,14,2,0.828947,149.592,2,9.72656
569,295333,76587,0,1,2,25.021,17.3969,21,0,14,2,0.779279,167.612,2,8.77935
570,295333,76497,0,1,1,29.577,9.06605,21,49,2,1,0.571275,236.731,4,2.76034
571,295333,76487,0,1,2,29.267,2.83009,21,49,2,1,0.385223,245.249,4,4.69127
573,295343,76947,0,1,2,34.759,11.5848,21,46,2,1,0.162492,161.772,4,7.19807
574,295343,76777,0,1,2,16.543,0.330763,21,0,3,2,0.649154,1.18944,2,3.44806
575,295343,76717,0,1,2,22.226,12.5555,21,50,3,2,0.542717,58.7052,2,7.92709
577,295343,76457,0,1,2,30.743,4.8737,21,60,2,1,0.418851,276.202,4,3.68231
579,295343,76437,0,1,1,31.971,4.63446,21,52,2,1,0.511147,293.766,4,6.41748
580,295343,76417,0,1,1,33.598,5.08199,21,80,2,1,0.302215,311.623,4,0.622762
581,295343,76407,0,1,2,34.49,32.604,21,100,2,1,0.0955166,320.647,4,3.41477
582,295343,76397,0,1,1,35.215,20.0695,21,89,2,1,0.284109,329.726,4,3.94185
585,295353,76937,0,1,2,32.389,9.30509,21,65,14,2,0.510351,155.034,4,1.60535
587,295353,76387,0,2,3,35.506,2.11734,21,61,2,1,0.274841,343.001,4,3.43449
588,295353,76377,0,1,1,36.43,25.5318,21,60,2,1,0.275269,352.072,2,5.62448
589,295353,76367,0,1,2,43.732,69.0254,21,60,2,1,0.320312,361.193,1,3.05963
590,295363,76967,0,1,1,38.033,35.4589,21,64,14,2,0.377234,186.639,2,21.0227
591,295363,76927,0,1,2,30.185,7.46041,21,69,14,2,0.24245,148.295,4,6.72629
593,295363,76407,0,1,2,34.588,17.2279,20,89,2,1,0.202929,329.642,2,4.83664
594,295363,76377,0,1,1,36.041,4.619,21,58,2,1,0.32459,356.342,4,4.041
595,295373,76987,0,1,1,42.77,37.9795,21,37,2,1,0.663327,206.739,2,31.7083
597,295373,76887,0,1,2,29.587,67.5876,21,39,14,2,0.443626,112.799,2,12.343
600,295373,76767,0,1,2,24.576,44.2216,21,0,3,2,0.815809,2.23223,6,0.312911
601,295373,76617,0,1,3,26.303,64.7317,21,28,14,2,0.516014,149.863,4,12.3723
602,295373,76357,0,1,1,43.889,59.4722,21,67,2,1,0.382637,378.702,1,16.5025
603,295383,77007,0,1,1,44.41,69.3048,21,24,2,1,0.791878,222.402,2,30.0808
604,295383,76997,0,3,3,41.386,67.7248,21,29,14,2,0.733333,212.853,2,33.1963
605,295383,76877,0,1,2,23.968,31.4958,21,55,14,2,0.523057,101.426,4,6.55734
606,295383,76867,0,1,1,24.637,65.9365,21,55,14,2,0.467626,92.2149,4,11.7201
607,295383,76777,0,1,2,16.207,12.7854,21,0,3,2,0.730392,9.31558,2,10.2092
608,295383,76767,0,1,2,19,72.412,21,0,3,2,0.755566,0.104541,6,0.25814
609,295383,76667,0,1,1,24.118,37.2022,21,45,14,2,0.64486,99.5788,4,0.974935
612,295383,76637,0,1,3,23.363,0.136251,21,59,14,2,0.226381,129.578,4,5.60143
613,295383,76367,0,1,2,36.832,3.68519,21,90,2,1,0.194969,374.345,4,3.81868
614,295383,76347,0,1,3,38.567,6.12237,21,61,2,1,0.58349,392.103,2,16.2591
615,295393,76857,0,1,2,22.33,6.65342,21,68,14,2,0.308642,79.1107,4,8.65204
616,295393,76847,0,1,1,24.006,3.95872,21,84,14,2,0.54717,69.8996,1,0.568285
622,295403,76787,0,1,2,15.757,9.03904,21,0,3,2,0.732394,10.7403,2,12.6305
624,295403,76717,0,1,1,20.806,1.83413,21,49,14,2,0.645669,53.7374,4,8.95073
626,295413,76747,0,1,2,19.836,1.41395,21,0,14,2,0.639069,29.9971,4,7.49547
627,295413,76737,0,1,2,20.069,4.91396,21,0,14,2,0.408046,39.2081,4,5.18239
628,295423,76767,0,1,1,19.369,21.0299,21,0,3,2,0.563429,15.4682,4,3.04104
629,295423,76727,0,1,2,21.105,31.9802,21,56,14,2,0.408889,52.3123,2,6.76847
630,295433,76837,0,1,2,19.56,5.19673,21,91,14,2,0.343427,45.2332,4,3.72215
631,295433,76827,0,1,1,18.713,18.6874,20,86,14,2,0.20077,35.9049,4,11.959
633,295433,76787,0,1,1,22.571,63.3763,21,31,3,2,0.656301,0.939282,2,1.12492
634,295433,76717,0,1,1,21.309,41.484,21,53,14,2,0.470356,65.4165,2,19.1153
635,295443,76837,0,1,1,19.938,11.2478,21,85,14,2,0.486663,43.0666,4,0.270756
636,295443,76807,0,1,2,16.289,5.68616,21,39,3,2,0.788214,13.6124,2,4.06565
638,295443,76597,0,1,2,25.655,5.83441,21,92,14,2,0.331985,180.124,2,28.559
640,295453,76587,0,1,2,23.503,36.0401,21,75,14,2,0.566172,193.005,2,38.3242
641,295463,76617,0,1,1,22.893,3.39952,20,77,14,2,0.432886,169.206,2,8.1002
644,295473,76787,0,2,3,14.277,54.1502,21,0,3,2,0.777311,3.56837,2,0.0837297
645,295473,76697,0,1,2,20.962,17.1359,21,75,14,2,0.33094,92.6934,4,1.62157
647,295483,76707,0,1,2,18.841,5.43377,21,44,14,2,0.715542,81.3996,2,11.4382
648,295483,76657,0,1,2,21.729,4.13279,21,78,14,2,0.353702,130.914,4,5.9683
649,295483,76457,0,1,2,32.43,1.98221,21,35,2,1,0.527501,324.652,2,1.156
652,295493,76697,0,1,2,18.824,2.94238,21,30,14,2,0.660934,89.9114,2,16.8643
653,295493,76607,0,1,2,24.077,64.2519,21,73,14,2,0.350977,179.036,1,19.4201
655,295493,76587,0,1,1,24.468,13.1613,21,61,14,2,0.633394,198.842,2,35.6408
656,295493,76577,0,1,2,26.123,38.7332,21,40,14,2,0.823779,208.745,2,26.6553
660,295493,76457,0,1,2,32.369,1.82584,21,52,2,1,0.591298,321.004,2,3.27622
664,295503,76707,0,1,2,18.741,7.46548,21,44,14,2,0.499688,78.6176,2,12.6511
665,295503,76597,0,1,2,32.97,77.4029,21,79,14,2,0.39569,187.005,1,30.1804
666,295503,76557,0,1,3,34.486,64.3448,21,20,2,1,0.752906,224.248,4,4.2956
667,295503,76547,0,1,3,26.086,43.5436,21,0,2,1,0.767983,233.559,2,4.68993
668,295503,76537,0,1,1,26.175,2.29698,21,0,2,1,0.794981,242.869,2,13.6755
